model,brand,colors,approx_price_EUR,img_url,display_size,display_type,CPU,RAM
P320,Asus,,410,http://cdn2.gsmarena.com/vv/bigpic/asus-p320.jpg,240 x 320 pixels (~154 ppi pixel density),TFT resistive touchscreen  65K colors,200 MHz ARM926EJ-S,64 MB RAM
M930,Asus,Black,380,http://cdn2.gsmarena.com/vv/bigpic/asus-m930.jpg,240 x 400 pixels (~179 ppi pixel density),TFT  65K colors,450 MHz ARM 1136,64 MB RAM
P550,Asus,Silver,220,http://cdn2.gsmarena.com/vv/bigpic/asus-p550.jpg,240 x 320 pixels (~114 ppi pixel density),TFT resistive touchscreen  65K colors,Marvell PXA270M 520 MHz,64 MB RAM
P750,Asus,Black,330,http://cdn2.gsmarena.com/vv/bigpic/asus-p750.gif,240 x 320 pixels (~154 ppi pixel density),TFT resistive touchscreen  65K colors,Marvell PXA270M 520 MHz,64 MB RAM
P527,Asus,Silver,300,http://cdn2.gsmarena.com/vv/bigpic/asus-p527.gif,240 x 320 pixels (~154 ppi pixel density),TFT resistive touchscreen  65K colors,200 MHz ARM926EJ-S,64 MB RAM
Z801,Asus,Silver,260,http://cdn2.gsmarena.com/vv/bigpic/asus-z801.gif,240 x 320 pixels (~200 ppi pixel density),TFT resistive touchscreen  256K colors,,
J502,Asus,Black| Red,300,http://cdn2.gsmarena.com/vv/bigpic/asus-j502.gif,240 x 320 pixels (~167 ppi pixel density),TFT resistive touchscreen  256K colors,,
V88i,Asus,Black,290,http://cdn2.gsmarena.com/vv/bigpic/asus-v88i.gif,176 x 220 pixels,TFT resistive touchscreen  256K colors,,
M530w,Asus,Black| White,330,http://cdn2.gsmarena.com/vv/bigpic/asus-m530w.gif,320 x 240 pixels (~167 ppi pixel density),TFT   65K colors,32-bit Intel XScale PXA270 416 MHz,64 MB RAM
P526,Asus,Silver,300,http://cdn2.gsmarena.com/vv/bigpic/asus-p526.gif,240 x 320 pixels (~154 ppi pixel density),TFT resistive touchscreen  65K colors,200 MHz ARM926EJ-S,
J501,Asus,Black| White,300,http://cdn2.gsmarena.com/vv/bigpic/asus-j501.gif,240 x 320 pixels (~182 ppi pixel density),TFT  256K colors,,
P735,Asus,Silver,370,http://cdn2.gsmarena.com/vv/bigpic/asus-p735.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Intel XScale 520 MHz,64 MB RAM
Z810,Asus,Silver,,http://cdn2.gsmarena.com/vv/bigpic/asus-z810.gif,240 x 320 pixels (~200 ppi pixel density),QVGA  256K colors,,
P535,Asus,Silver| White,,http://cdn2.gsmarena.com/vv/bigpic/asus-p535.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Intel XScale 520 MHz,64 MB RAM
P525,Asus,Silver,,http://cdn2.gsmarena.com/vv/bigpic/asus-p525.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Intel XScale 416 MHz,
P505,Asus,Silver,,http://cdn2.gsmarena.com/vv/bigpic/asus-p505.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Intel PXA270 416 MHz,64 MB RAM
M303,Asus,Silver| Pink| Black,,http://cdn2.gsmarena.com/vv/bigpic/asus-m303.gif,128 x 160 pixels (~114 ppi pixel density),TFT  256K colors,,
M307,Asus,White| Silver,,http://cdn2.gsmarena.com/vv/bigpic/asus-m307.gif,176 x 120 pixels (~118 ppi pixel density),TFT  256K colors,,
M310,Asus,White| Silver,,http://cdn2.gsmarena.com/vv/bigpic/asus-m310.gif,320 x 240 pixels (~182 ppi pixel density),TFT  260K colors,,
V80,Asus,Black| White| Reddish Gold,,http://cdn2.gsmarena.com/vv/bigpic/asus-v80.gif,176 x 220 pixels (~141 ppi pixel density),TFT  260K colors,,
V75,Asus,White| Blue,,http://cdn2.gsmarena.com/vv/bigpic/asus-v75.gif,176 x 220 pixels (~157 ppi pixel density),TFT  260K colors,,
V66,Asus,Silver| Blue| Orange,,http://cdn2.gsmarena.com/vv/bigpic/asus-v66.gif,128 x 160 pixels (~114 ppi pixel density),TFT  256K colors,,
V55,Asus,Black| Blue,,http://cdn2.gsmarena.com/vv/bigpic/asus-v55.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
Zenfone Pegasus 3s,Asus,Gold| silver| gray| rose gold,330,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,720 x 1280 pixels (~282 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 1.5 GHz Cortex-A53,3 GB RAM
Zenfone Zoom S,Asus,Navy Black| Glacier Silver| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-s-r.jpg,1080 x 1920 pixels (~424 ppi pixel density),Capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A53,4 GB RAM
Quickfire,AT&T,Gray| Green| Orange,,http://cdn2.gsmarena.com/vv/bigpic/quickfire.jpg,240 x 320 pixels (~143 ppi pixel density),TFT capacitive touchscreen  256K colors,,
SMT5700,AT&T,Gray,,http://cdn2.gsmarena.com/vv/bigpic/att-5700.jpg,320 x 240 pixels,TFT  65K colors,260 MHz,
Mustang,AT&T,Black,,http://cdn2.gsmarena.com/vv/bigpic/att-mustang.jpg,240 x 320 pixels (~182 ppi pixel density),TFT  256K colors,Marvell Bulverde 416 MHz,64 MB RAM
8525,AT&T,Silver| Black,,http://cdn2.gsmarena.com/vv/bigpic/att-8525.jpg,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,400 MHz Samsung,64 MB RAM
TWIG Discovery Pro,Benefon,Black,,http://cdn2.gsmarena.com/vv/bigpic/benefon-twig-pro.gif,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
TWIG Discovery,Benefon,Black,,http://cdn2.gsmarena.com/vv/bigpic/benefon-twig.gif,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
Q,Benefon,Silver,,http://cdn2.gsmarena.com/vv/bigpic/beqb.gif,100 x 48 pixels| 6 lines,Monochrome graphic,,
Track,Benefon,,,http://cdn2.gsmarena.com/vv/bigpic/belocub.gif,100 x 48 pixels| 5 lines,Monochrome graphic,,
Twin+,Benefon,3,,http://cdn2.gsmarena.com/vv/bigpic/betwinb.gif,100 x 48 pixels| 6 lines,Monochrome graphic,,
Twin,Benefon,3,,http://cdn2.gsmarena.com/vv/bigpic/betwinb.gif,100 x 48 pixels| 6 lines,Monochrome graphic,,
Esc!,Benefon,,,http://cdn2.gsmarena.com/vv/bigpic/beescb.gif,100 x 160 pixels| 20 lines,Monochrome graphic,,
iO,Benefon,6,,http://cdn2.gsmarena.com/vv/bigpic/beiob.gif,6 lines,Monochrome graphic,,
Vega,Benefon,,,http://cdn2.gsmarena.com/vv/bigpic/bevegab.gif,6 lines,Monochrome graphic,,
F52,BenQ,Glam Pink| Chic Gray,,http://cdn2.gsmarena.com/vv/bigpic/benq-f52.jpg,1080 x 1920 pixels (~424 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),2 GB RAM
B502,BenQ,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/benq-b502.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,2 GB RAM
T3,BenQ,Black| White| Green,80,http://cdn2.gsmarena.com/vv/bigpic/benq-t3.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
F5,BenQ,Black| White,100,http://cdn2.gsmarena.com/vv/bigpic/benq-f5.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,2 GB RAM
F3,BenQ,White| Red,200,http://cdn2.gsmarena.com/vv/bigpic/benq-f3.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
A3,BenQ,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/benq-a3.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A5,1 GB RAM
E55,BenQ,Red| Brown,,http://cdn2.gsmarena.com/vv/bigpic/benq-e55.jpg,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
C36,BenQ,Lustrous Blue,,http://cdn2.gsmarena.com/vv/bigpic/benq-c36.jpg,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
E53,BenQ,Black,,http://cdn2.gsmarena.com/vv/bigpic/benq-e53.jpg,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
T60,BenQ,Sleek black,,http://cdn2.gsmarena.com/vv/bigpic/benq-t60.jpg,240 x 320 pixels (~182 ppi pixel density),TFT  256K colors,,
M7,BenQ,Charcoal with crimson trim,,http://cdn2.gsmarena.com/vv/bigpic/benq-m7.gif,240 x 320 pixels (~200 ppi pixel density),TFT  256K colors,,
E72,BenQ,Bright red,120,http://cdn2.gsmarena.com/vv/bigpic/benq-e72.gif,240 x 320 pixels (~200 ppi pixel density),TFT  65K colors,260 MHz,64 MB RAM
C30,BenQ,Vibrant grey,,http://cdn2.gsmarena.com/vv/bigpic/benq-c30.gif,128 x 160 pixels (~114 ppi pixel density),TFT  256K colors,,
T51,BenQ,Burnished graphite| Peach essence,,http://cdn2.gsmarena.com/vv/bigpic/benq-t51.gif,176 x 220 pixels (~157 ppi pixel density),TFT  256K colors,,
T33,BenQ,Black Rock,,http://cdn2.gsmarena.com/vv/bigpic/benq-t33.gif,176 x 220 pixels (~157 ppi pixel density),TFT  256K colors,,
EL71,BenQ,Vibrant grey,,http://cdn2.gsmarena.com/vv/bigpic/benq-el71.gif,240 x 320 pixels (~200 ppi pixel density),TFT  256K colors,,
M580,BenQ,Mercury Silver| Ebony Black| Pearl White,,http://cdn2.gsmarena.com/vv/bigpic/benq-m580.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
U700,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqu700.gif,176 x 220 pixels,TFT  256K colors,,
Z2,BenQ,Vanilla White| Berry Blue| Wasabi Green| Bubblegum Pink,,http://cdn2.gsmarena.com/vv/bigpic/bqz2.gif,128 x 128 pixels (~121 ppi pixel density),TFT  256K colors,,
M315,BenQ,Express Silver,,http://cdn2.gsmarena.com/vv/bigpic/benq-m315.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
M220,BenQ,Cool Silver| Stark White| Crystal Black,,http://cdn2.gsmarena.com/vv/bigpic/benq-m220.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S80,BenQ,Red| Black,,http://cdn2.gsmarena.com/vv/bigpic/bqs80.gif,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
A520,BenQ,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/bqa520.gif,128 x 128 pixels (~121 ppi pixel density),OLED  65K colors,,
M350,BenQ,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/benq-m350.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
A500,BenQ,3 - Electric Blue| Cool Pink| Funky Gold,,http://cdn2.gsmarena.com/vv/bigpic/bqa500.gif,128 x 160 pixels (~108 ppi pixel density),TFT  256K colors,,
S680C,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqs680c.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
P50,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqp50.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Intel PXA272 416 MHz,64 MB RAM
P31,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqp31.gif,208 x 320 pixels,TFT resistive touchscreen  65K colors,144 MHz,
P30,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqp30.gif,208 x 320 pixels (~147 ppi pixel density),TFT resistive touchscreen  256K colors,144 MHz,
S700,BenQ,3 - Mysterious Black| Classic Silver| Progressive Blue,,http://cdn2.gsmarena.com/vv/bigpic/bqs700.gif,128 x 160 pixels (~114 ppi pixel density),TFT  256K colors,,
M300,BenQ,Arctic White,,http://cdn2.gsmarena.com/vv/bigpic/bqm300.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
M100,BenQ,White| Dark blue| Claret| Gray,,http://cdn2.gsmarena.com/vv/bigpic/bqm100.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S670C,BenQ,2 - Genie silver| Party blue,,http://cdn2.gsmarena.com/vv/bigpic/bqs670c.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S660C,BenQ,3 - Light White| Sky Silver| Horizon Purple,,http://cdn2.gsmarena.com/vv/bigpic/bqs660c.gif,128 x 128 pixels (~121 ppi pixel density),TFT  65K colors,,
M775C,BenQ,,,http://cdn2.gsmarena.com/vv/bigpic/bqm775c.gif,98 x 64 pixels,CSTN  4096 colors,,
SF71,BenQ-Siemens,Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-sf71.gif,240 x 320 pixels (~200 ppi pixel density),TFT  256K colors,,
E52,BenQ-Siemens,TransSilver,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-e52.gif,176 x 220 pixels (~157 ppi pixel density),TFT  256K colors,,
C32,BenQ-Siemens,Liquid aura,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-c32.gif,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
C31,BenQ-Siemens,SilverShine| GraphiteGloss,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-c31.gif,176 x 220 pixels (~157 ppi pixel density),TFT  256K colors,,
SL80,BenQ-Siemens,Mauve Sensation,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-sl80.gif,132 x 176 pixels (~122 ppi pixel density),TFT  256K colors,,
AL26,BenQ-Siemens,Pink,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-al26.gif,130 x 130 pixels,TFT  65K colors,,
A53,BenQ-Siemens,Black| Blue| Pink,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-a53.jpg,176 x 220 pixels,TFT  256K colors,,
SL91,BenQ-Siemens,Magic Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-sl91.gif,240 x 320 pixels (~200 ppi pixel density),TFT  16M colors,,
E81,BenQ-Siemens,Lucent Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-e81.gif,176 x 220 pixels (~157 ppi pixel density),TFT  256K colors,,
E71,BenQ-Siemens,Dark Silver| Onyx Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-e71.gif,240 x 320 pixels (~190 ppi pixel density),TFT  256K colors,,
EF61,BenQ-Siemens,Whisper,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef61.gif,128 x 160 pixels,TFT  256K colors,,
M81,BenQ-Siemens,Graphite Black| Steel Blue,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-m81.gif,132 x 176 pixels (~122 ppi pixel density),TFT  256K colors,,
A58,BenQ-Siemens,Mercury Silver| Carbon Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-a58.gif,128 x 128 pixels,CSTN  65K colors,,
A38,BenQ-Siemens,Bold Charcoal| X-treme Gray,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-a38.gif,96 x 64 pixels (~82 ppi pixel density),CSTN  65K colors,,
EF71,BenQ-Siemens,Stellar Aluminum,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef71.gif,176 x 220 pixels (~128 ppi pixel density),TFT  256K colors,,
P51,BenQ-Siemens,,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-p51.gif,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  256K colors,32-bit Intel XScale PXA272 416 MHz,64 MB RAM
EL71,BenQ-Siemens,Vibrant grey,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-el71.gif,240 x 320 pixels (~200 ppi pixel density),TFT  256K colors,,
CL71,BenQ-Siemens,Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-cl71.gif,176 x 220 pixels,TFT  256K colors,,
CF61,BenQ-Siemens,Silver,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-cf61.gif,128 x 160 pixels (~114 ppi pixel density),TFT  256K colors,,
C81,BenQ-Siemens,Piano Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-c81.gif,132 x 176 pixels (~122 ppi pixel density),TFT  256K colors,,
E61,BenQ-Siemens,Silver| Orange,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-e61.gif,128 x 160 pixels (~114 ppi pixel density),TFT  65K colors,,
EF91,BenQ-Siemens,Arctic Silver,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef91.gif,240 x 320 pixels (~200 ppi pixel density),TFT  256K colors,,
S81,BenQ-Siemens,Black/Silver,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-s81.gif,176 x 220 pixels (~141 ppi pixel density),TFT  256K colors,,
EF51,BenQ-Siemens,Flashy White| Black,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef51.gif,120 x 128 pixels (~80 ppi pixel density),TFT  256K colors,,
EF81,BenQ-Siemens,Titanium Silver,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef81.gif,240 x 320 pixels (~182 ppi pixel density),TFT  256K colors,,
S88,BenQ-Siemens,Cosmic Black| Astral White,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-s88.gif,176 x 220 pixels (~141 ppi pixel density),AMOLED  256K colors,,
S68,BenQ-Siemens,Brushed Aluminum,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-s68.gif,132 x 176 pixels (~122 ppi pixel density),TFT  256K colors,,
M32,Bird,Light Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-m32.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
D636,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-d636.gif,176 x 220 pixels (~148 ppi pixel density),TFT  260K colors,,
D706,Bird,Golden Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-d706.gif,176 x 220 pixels (~148 ppi pixel density),TFT  260K colors,,
D615,Bird,Soft-touch Grey| Shining Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-d615.gif,128 x 160 pixels (~114 ppi pixel density),TFT  65K colors,,
S768,Bird,Pink| Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-s768.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
S758,Bird,Pink| Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s758.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
S618,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s618.gif,128 x 160 pixels (~121 ppi pixel density),Monochrome graphic,,
D736,Bird,UV Black| Soft-touch Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-d736.gif,176 x 220 pixels (~148 ppi pixel density),TFT  260K colors,,
D716,Bird,Mirror  Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-d716.gif,176 x 220 pixels (~148 ppi pixel density),TFT  260K colors,,
D720,Bird,Silver| Green| Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-d720.gif,176 x 220 pixels (~148 ppi pixel density),TFT  260K colors,,
D611,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-d611.gif,128 x 160 pixels (~114 ppi pixel density),TFT  65K colors,,
D515,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-d515.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
D612,Bird,Blue| Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-d612.gif,128 x 160 pixels (~114 ppi pixel density),TFT  65K colors,,
M29,Bird,Black| Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-M29.gif,128 x 160 pixels (~128 ppi pixel density),TFT  65K colors,,
M01,Bird,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/bird-M01.gif,128 x 128 pixels (~121 ppi pixel density),OLED  260K colors,,
M07,Bird,Black| White Blue| Pink,,http://cdn2.gsmarena.com/vv/bigpic/bird-M07.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S1130,Bird,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/bird-s1130.gif,128 x 128 pixels (~121 ppi pixel density),OLED  260K colors,,
V5518+,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-V5518+.gif,128 x 160 pixels (~114 ppi pixel density),CSTN  65K colors,,
S663,Bird,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/bird-s663.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S661,Bird,Black| Pink,,http://cdn2.gsmarena.com/vv/bigpic/bird-s661.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S669,Bird,Silver| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/bird-s669.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S668,Bird,Silver Grey| Blue|  White,,http://cdn2.gsmarena.com/vv/bigpic/bird-s668.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S667,Bird,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/bird-s667.gif,128 x 128 pixels (~121 ppi pixel density),CSTN  65K colors,,
S296+,Bird,Black| Grey,,http://cdn2.gsmarena.com/vv/bigpic/bird-s296.gif,101x 64 pixels (~85 ppi pixel density),Monochrome graphic,,
S296,Bird,Black| Grey,,http://cdn2.gsmarena.com/vv/bigpic/bird-s296.gif,101x 64 pixels (~85 ppi pixel density),Monochrome graphic,,
D680,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-d680.gif,128 x 160 pixels,TFT  65K colors,,
D660,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-d660.gif,128 x 160 pixels,TFT  65K colors,,
M11,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-m11.gif,128 x 128 pixels,CSTN  65K colors,,
M08,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-m08.gif,128 x 160 pixels,TFT  256K colors,,
S890,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-s890.gif,128 x 160 pixels,TFT  256K colors,,
S798,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-s798.gif,128 x 128 pixels,CSTN  65K colors,,
S698,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-s698.gif,128 x 128 pixels,CSTN  65K colors,,
S198,Bird,4 - Black| White| Green| Red,,http://cdn2.gsmarena.com/vv/bigpic/bird-s198.gif,112 x 64 pixels,CSTN  Mono,,
S299,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s299.gif,112 x 80 pixels,CSTN  Mono,,
MP300,Bird,Silver| Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-w1.gif,120 x 160 pixels,TFT  65K colors,,
M19,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-m12.gif,128 x 160 pixels,TFT  65K colors,,
V109,Bird,,,http://cdn2.gsmarena.com/vv/bigpic/bird-v109.gif,128 x 160 pixels,TFT  65K colors,,
S799,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s799.gif,120 x 128 pixels,CSTN  65K colors,,
S699,Bird,Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s699.gif,120 x 128 pixels,CSTN  65K colors,,
V79,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-v79.gif,128 x 160 pixels,STN  65K colors,,
S1186,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-s1186.gif,112 x 64 pixels,Virtual Colour,,
S199,Bird,Silver| Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-s199.gif,112 x 64 pixels,CSTN  Mono,,
S789,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-s789.gif,128 x 160 pixels,TFT  65K colors,,
V5510,Bird,Silver-Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-v5510.gif,128 x 128 pixels,TFT  65K colors,,
DV10,Bird,Blue,,http://cdn2.gsmarena.com/vv/bigpic/bird-dv10.gif,128 x 160 pixels,TFT  65K colors,,
S590,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bis590.gif,128 x 160 pixels,STN  65K colors,,
S580,Bird,Orange| Silver,,http://cdn2.gsmarena.com/vv/bigpic/bird-s580.gif,128 x 160 pixels,STN  65K colors,,
A150,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bia150.gif,128 x 160 pixels,TFT  65K colors,,
A130,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bia130.gif,128 x 160 pixels,STN  65K colors,,
A120,Bird,Silver| White,,http://cdn2.gsmarena.com/vv/bigpic/bia120.gif,128 x 160 pixels,STN  65K colors,,
V09,Bird,Red| Blue Grey,,http://cdn2.gsmarena.com/vv/bigpic/biv09.gif,128 x 160 pixels,CSTN  65K colors,,
S570,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bis570.gif,128 x 128 pixels,STN  65K colors,,
SC24,Bird,Red,,http://cdn2.gsmarena.com/vv/bigpic/bisc24.gif,128 x 160 pixels,CSTN  65K colors,,
G118,Bird,Red,,http://cdn2.gsmarena.com/vv/bigpic/big118.gif,128 x 160 pixels,CSTN  65K colors,,
S1190,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bis1190.gif,102 x 80 pixels,CSTN  4096 colors,,
S1180c,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bi1180c.gif,128 x 96 pixels,CSTN  65K colors,,
S1160 Plus,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bis1160p.gif,112 x 64 pixels,CSTN  mono,,
S1160,Bird,Silver,,http://cdn2.gsmarena.com/vv/bigpic/bi1160.gif,112 x 80 pixels,CSTN  mono,,
S788,Bird,Grey| Red,,http://cdn2.gsmarena.com/vv/bigpic/bis788.gif,112 x 80 pixels,CSTN  4096 colors,,
